year,region,province,city,position,candidate_name,party,votes
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","PANGANDOYON, EDGAR",1 CEBU,4523
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","CAMINADE, AKIN",IND,4203
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","CATALAN, JOHANNES",IND,2783
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","DELA CRUZ, ERNESTO",1 CEBU,2074
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","CAMASURA, FRANKLIN",1 CEBU,1794
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","SARAGENA, ARIEL",IND,1407
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","MONDRAGON, MARIO",IND,653
2013,region-7,cebu,asturias,MAYOR,"ADLAWAN, ALAN",1 CEBU,15279
2013,region-7,cebu,asturias,VICE-MAYOR,"DUMDUM, JOEL",1 CEBU,14346
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","DUMDUM, DANA ANDREW",IND,11579
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","YARAS, RENE",IND,11243
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","CAÑADA, CHRISTIAN",IND,10344
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","NOEL, URBAN",1 CEBU,9563
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","CUYOS, BOMBIE",1 CEBU,9233
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","OROZCO, LETTY",LP,9011
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","MAGBANUA, LANDO",1 CEBU,8584
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","PINTOR, MANING",1 CEBU,8524
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","NOEL, PAULO",LP,7742
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","TO-ONG, YOYOT",IND,6422
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","TAGLUCOP, GODY",1 CEBU,5244
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","MARAVILLAS, KEVIN",IND,5134
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","SASING, RAUL",IND,5009
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","FAJARDO, GALIC",1 CEBU,4516
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","SEROGNAS, BEN",1 CEBU,4099
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","RALLOS, ETAN",1 CEBU,3264
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","KIAMCO, AUGUSTUS",IND,2208
2013,region-7,cebu,asturias,"MEMBER, SANGGUNIANG BAYAN","MAGLASANG, BRAX",IND,1015
2013,region-7,cebu,badian,MAYOR,"LIBRANDO, ROBBURT",1 CEBU,9050
2013,region-7,cebu,badian,MAYOR,"CABALLERO, FRUCTUOSO",LP,6184
2013,region-7,cebu,badian,MAYOR,"AGRAVANTE, HANNY",IND,230
2013,region-7,cebu,badian,VICE-MAYOR,"LIBRANDO, JEROME",1 CEBU,10119
2013,region-7,cebu,badian,VICE-MAYOR,"DELA CERNA, JAIME",IND,1495
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","LUMAIN, CARMENCITA",1 CEBU,11705
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","PABLEO, PARIS",1 CEBU,8866
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","TABANAO, EVA",1 CEBU,8674
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","MIÑOZA, DORIS",1 CEBU,8142
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","CALVO, TERESITA",IND,7980
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","AGRAVANTE, SERGIO JULIUS",IND,6714
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","BELARMINO, GENARO",LP,5247
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","VILLARIN, CARLYLE",1 CEBU,5013
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","CABALLERO, EFREN",1 CEBU,4852
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","CELESTE, EDWIN",LP,4072
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","BABIERA, RUSSELL",1 CEBU,3894
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","LUCERO, FELINO",IND,3831
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","SABANAL, ROSALEA",1 CEBU,2427
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","AGRAVANTE, POPOT",IND,2383
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","COMIGHUD, VITALIANO",LP,1983
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","ESCARPE, GUILLERMO",LP,1901
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","EJERCITO, ROMY",IND,754
2013,region-7,cebu,badian,"MEMBER, SANGGUNIANG BAYAN","JOROLAN, MARCIAL",IND,717
2013,region-7,cebu,balamban,MAYOR,"BINGHAY, ACE",1 CEBU,24775
2013,region-7,cebu,balamban,MAYOR,"NARSICO, LOLOY",IND,5367
2013,region-7,cebu,balamban,VICE-MAYOR,"BINGHAY, ROSIE",1 CEBU,14694
2013,region-7,cebu,balamban,VICE-MAYOR,"KARAMIHAN, DAVE BINGHAY",IND,14092
2013,region-7,cebu,balamban,VICE-MAYOR,"GONZALEZ, CHIN CHIN",LP,839
2013,region-7,cebu,balamban,VICE-MAYOR,"BINGHAY, HINYING",IND,642
2013,region-7,cebu,balamban,VICE-MAYOR,"BINGHAY, TONOT",IND,153
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","MONONG, GEMMA",1 CEBU,21411
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","BORGONIA, JIMBO",1 CEBU,20799
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","CLIMACO, ELIEZER",1 CEBU,20405
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","PAULIN, EMONG",1 CEBU,20141
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","JO, EMAN",1 CEBU,18294
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","BORGONIA, GRETEL",1 CEBU,18143
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","PILAPIL, AVEL",1 CEBU,15382
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","BARDENAS, BERTING",1 CEBU,15135
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","TRIBUNALO, BALTAZAR JR.",IND,14423
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","PADAYOGDOG, GONG-GONG",IND,5674
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","MERCADO, PILO",LP,3857
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","CORTES, SODEBOY",LP,2656
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","HORTELANO, JOE",LP,2437
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","PILIOTAS, BADONG",LP,2425
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","LUSTRE, ROLLY",LP,2151
2013,region-7,cebu,balamban,"MEMBER, SANGGUNIANG BAYAN","AGACITA, RIC",LP,1656
2013,region-7,cebu,bantayan,MAYOR,"ESCARIO, IAN CHRISTOPHER",NUP,17636
2013,region-7,cebu,bantayan,VICE-MAYOR,"CAÑARES, CHAD",NUP,15830
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","DESPI, DANILO",ABAG PROMDI,13093
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","CESA, APOLLO",ABAG PROMDI,12977
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","LAYESE, EDGARDO",ABAG PROMDI,12737
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","DESUYO, LITA",NUP,12632
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","MONTEMAR, DINO",NUP,12046
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","QUIAMCO, DANILO",ABAG PROMDI,11073
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","ESCARIO, GUALBERTO",NUP,10234
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","MENCHAVEZ, REYNALDO",NUP,10212
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","TAN, BABY",LP,7697
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","DESAMPARADO, ROLANDO",LP,5143
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","PACHECO, MA. THERESA",IND,4001
2013,region-7,cebu,bantayan,"MEMBER, SANGGUNIANG BAYAN","LABORES, MA. LUISA",LP,3941
2013,region-7,cebu,barili,MAYOR,"MARIÑAS, TERESITO",LP,19347
2013,region-7,cebu,barili,MAYOR,"GARCIA, MARLON",1 CEBU,13482
2013,region-7,cebu,barili,VICE-MAYOR,"NEMEÑO, BONG",LP,15387
2013,region-7,cebu,barili,VICE-MAYOR,"PONSICA, LOY",1 CEBU,13580
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","AÑOBER, JOHN-JOHN",LP,12980
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","EWICAN, ANN",LP,11634
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","BOLO, RANIE",LP,11035
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","PASON, SHEILA",1 CEBU,10810
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","AGUILAR, JERRY",LP,10651
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","CAUMERAN, TED",IND,10597
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","VILLEGAS, FE",LP,10279
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","ALQUIZOLA, RENE",LP,8531
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","ANORE, NORMAN SR.",1 CEBU,8493
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","TORRES, BOSING",IND,8412
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","ESTRADA, ED",LP,8006
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","ALPAS, SUSAN",IND,7985
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","CELIS, HECTOR",1 CEBU,7471
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","BUENAVISTA, DONDON",1 CEBU,7397
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","ALQUIZOLA, DITAS",1 CEBU,7308
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","VILLAPLAZA, FREDO",IND,7195
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","PABROA, FREDO",1 CEBU,6852
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","VILLARIN, VICENTE",LP,5921
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","EWICAN, RAMON SR.",1 CEBU,5880
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","BARGAMENTO, ELMA",1 CEBU,5576
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","LOZADA, BOBBY",IND,4089
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","CUI, WILBUR",IND,1335
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","MAJABA, SERGE",IND,1276
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","YAP, WILMA",IND,1226
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","NUÑEZ, ALEX",IND,1156
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","ARIAS, FELICIANO",IND,948
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","FERRER, HIGINO JR.",IND,464
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","PASCULADO, EDGAR",IND,419
2013,region-7,cebu,barili,"MEMBER, SANGGUNIANG BAYAN","TAMPOS, VICTOR",IND,390
2013,region-7,cebu,bogo-city,MAYOR,"MARTINEZ, JUNIE",LP,25177
2013,region-7,cebu,bogo-city,MAYOR,"SALIMBANGON, MARIE DAPHNE",NUP,10948
2013,region-7,cebu,bogo-city,VICE-MAYOR,"SEVILLA, SANTIAGO",LP,20604
2013,region-7,cebu,bogo-city,VICE-MAYOR,"LEPITEN, VICTOR",NUP,11640
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ALARDE, TINGGOY",IND,21956
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","OLIAMOT, SUNNY",IND,18668
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ACUSAR, LYNDON HEE",IND,18214
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","GULANE, DODONG",IND,15944
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","RODRIGUEZ, DOC BEN",IND,15501
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ALMIRANTE, YOYONG",IND,15159
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","VERDIDA, CRES",IND,14631
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","OPORTO, LITO",IND,14369
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MAYOL, DIGOY",IND,12553
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MINGUEZ, RITO",IND,12136
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","JUMAO-AS, GLENN",NUP,11307
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","RODRIGUEZ, BELINDA",IND,10548
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MANUBAG, WHING",IND,9158
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","SALIMBANGON, CHAD",NUP,8992
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BANZON, HELEN",NUP,8326
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ORTEGA, ERWIN",NUP,7852
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LEPITEN, JAC LESTER",NUP,7694
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","GELIG, JONEL",NUP,7651
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","YGOT, OFELIA",NUP,5714
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BERCERO, BRYAN",NUP,5548
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","PACIFICO, ARTURO",NUP,5131
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MARTINEZ-MANIQUIS, MARICEL",IND,4579
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","GALVE, BONG",NUP,3930
2013,region-7,cebu,bogo-city,"MEMBER, SANGGUNIANG PANLUNGSOD","GODINEZ, REGIE",IND,2524
2013,region-7,cebu,boljoon,MAYOR,"DERAMA, MERLOU",LP,4184
2013,region-7,cebu,boljoon,MAYOR,"MUBARAK OBAID, INDAY",IND,3326
2013,region-7,cebu,boljoon,VICE-MAYOR,"AWE, FRED",IND,3632
2013,region-7,cebu,boljoon,VICE-MAYOR,"ESTAVILLA, EDMUNDO",LP,3532
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","VILLANUEVA, ERVIN",LP,3780
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","GETUBIG, RESTY",1 CEBU,3517
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","ROMA, RUDY",1 CEBU,3248
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","NICANOR, LENLEN",IND,2912
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","NAVARRO, GENUS",IND,2712
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","SIMO, MARY LOU",IND,1949
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","ALCALA, TESS",IND,1820
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","NIERE, MARVIN IAN",LP,1779
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","AWE, DIOSCORO",IND,1760
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","BATOCTOY, CEDRIC",IND,1702
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","ROMA, MARIO",LP,1676
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","AMPER, TEOFANES VENARD",LP,1674
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","DACAY, ERNIE JEROME",LP,1643
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","ROMAGUERA, RAINIER",IND,1620
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","VILLANUEVA, BONTOG",1 CEBU,1571
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","ANTIPORTA, JOVEN",IND,1453
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","BEQUILLA, PATRING",IND,1411
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","NACARIO, FRANCISCO",LP,1313
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","DELA CERNA, MANUEL",IND,1282
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","MEDALLA, ERNESTO",IND,1266
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","MENDEZ, TIAGO",IND,1221
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","DERAMA, ASYONG JR.",1 CEBU,1187
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","NAVARRO, POLONG",LP,1105
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","SESANTE, MAXIMO",IND,1030
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","FEDILLAGA, MONIT",IND,988
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","FELICES, EFREN",IND,955
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","GOULD, BABY",IND,684
2013,region-7,cebu,boljoon,"MEMBER, SANGGUNIANG BAYAN","ROMERO, AMO-WARAY",1 CEBU,588
2013,region-7,cebu,borbon,MAYOR,"SEPULVEDA, BERNARD",BAKUD,9736
2013,region-7,cebu,borbon,MAYOR,"MANALILI, LEVI",PMP,4988
2013,region-7,cebu,borbon,VICE-MAYOR,"DOTILLOS, NOEL",BAKUD,10622
2013,region-7,cebu,borbon,VICE-MAYOR,"CABAHUG, BEBOY",IND,2809
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","VERGARA, NEAL",BAKUD,10688
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","MELGO, JESSIE ROY II",BAKUD,10254
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","LARRAÑAGA, MANOL",BAKUD,9104
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","SEPULVEDA, VICENTE III",BAKUD,7625
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","UROT, EXPEDITO",BAKUD,7252
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","ANTIGUA, RAUL",BAKUD,6467
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","FLORES, EMELIO",BAKUD,6438
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","MANGUBAT, MARDONIO",BAKUD,5935
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","MONSULLER, ANIE",IND,5442
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","UROT, SAM",PMP,4420
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","RIVERA, EMMAN",IND,2735
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","MANGUBAT, EXCEL",PMP,2556
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","POLINAG, JOSHUA",PMP,2001
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","ARMENTEROS, DODO",PMP,1957
2013,region-7,cebu,borbon,"MEMBER, SANGGUNIANG BAYAN","DE RODA, PAZ",PMP,1366
2013,region-7,cebu,carcar-city,MAYOR,"APURA, NICEPURO",1 CEBU,20532
2013,region-7,cebu,carcar-city,MAYOR,"ALEONAR, ROBERTO JR.",LP,15976
2013,region-7,cebu,carcar-city,MAYOR,"ALEGARBES, MARIANO",IND,268
2013,region-7,cebu,carcar-city,MAYOR,"BALBERONA, VICENTE JR.",IND,199
2013,region-7,cebu,carcar-city,VICE-MAYOR,"BARCENAS, MARIO PATRI",1 CEBU,29461
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BARCENAS, BEBE",1 CEBU,20644
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MONTESCLAROS, ROGER",1 CEBU,18921
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","VELEZ, ROY",1 CEBU,18717
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","FERNANDEZ, JESON",IND,17613
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","DEL ROSARIO, IAN BHOK",1 CEBU,16588
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","QUIJANO, GIOVANNI",1 CEBU,16285
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","NACUA, HAROLD",1 CEBU,15122
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","GANTUANGCO, ARKI",IND,15064
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","SANDOY, ELVI",1 CEBU,13989
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","APURA, ANTHONY JOHN",1 CEBU,13569
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","CAMINGAO, ALBERTO JR.",1 CEBU,12850
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","SANDOY, ALGERICO",1 CEBU,11171
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","SATO, LEONILA",LP,9056
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ALCOVER, EDGAR",LP,8976
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LAWAS, EDILBERTO",LP,8019
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","SATINITIGAN, DANNY",IND,6982
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","WASAWAS, MICHAEL",IND,6607
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","SARMIENTO, JULIUS",LP,6010
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","YAM-ID, BONIFACIO",LP,5749
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BACUS, JUNJUN",IND,5233
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","DADULA, MICHAEL",LP,3762
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","TOLENTINO, JUNAFE",LP,3653
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","GALERA, JUSTO VALERIANO",IND,3191
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","SOLLANO, SIR JUN",IND,1439
2013,region-7,cebu,carcar-city,"MEMBER, SANGGUNIANG PANLUNGSOD","PANUNCIA, TERRY",IND,1410
2013,region-7,cebu,carmen,MAYOR,"VILLAMOR, GERARD",BAKUD,14690
2013,region-7,cebu,carmen,MAYOR,"PUA, SONIA",PMP,7194
2013,region-7,cebu,carmen,MAYOR,"DE DIOS, RECTO",IND,1218
2013,region-7,cebu,carmen,VICE-MAYOR,"DAMILES, AL",BAKUD,13078
2013,region-7,cebu,carmen,VICE-MAYOR,"AWING, TONY",IND,9510
2013,region-7,cebu,carmen,VICE-MAYOR,"TAMBIGA, GEN",PMP,595
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","DURANO, MAN-MAN",BAKUD,18052
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","VILLAMOR, CARLO",BAKUD,16567
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","RESTON, AMER",BAKUD,12753
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","MANINGO, RASTO",BAKUD,11637
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","SENO, IMELDA",BAKUD,11536
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","CAMARA, JAMES",BAKUD,11333
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","MORALES, HERMES",BAKUD,9970
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","PISAO, JOVER",BAKUD,9913
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","INTO, MAXIMIANO JR.",IND,8406
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","ABELGAS, BAMBI",PMP,4847
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","MACOY, AMING",PMP,4471
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","SABANG, BIENVENIDO JR.",PMP,2889
2013,region-7,cebu,carmen,"MEMBER, SANGGUNIANG BAYAN","DE DIOS, BOYET",PMP,2604
