region,province,city,district,position,candidate_name,party,votes
REGION V,ALBAY,MANITO,LONE,COUNCILOR,"ASEJO, MIA",IND,5253
REGION V,ALBAY,MANITO,LONE,COUNCILOR,"MADRID, RANDY",PDPLBN,5182
REGION V,ALBAY,OAS,LONE,COUNCILOR,"RIVERA, ALLEN",LAKAS,17344
REGION V,ALBAY,OAS,LONE,COUNCILOR,"BUSTAMANTE, BRYAN",NUP,17292
REGION V,ALBAY,OAS,LONE,COUNCILOR,"YUCHONGCO, JUNPALE",IND,17275
REGION V,ALBAY,OAS,LONE,COUNCILOR,"AREVALO, ROBERT",LAKAS,14484
REGION V,ALBAY,OAS,LONE,COUNCILOR,"RENDOR, MANROX",LAKAS,14469
REGION V,ALBAY,OAS,LONE,COUNCILOR,"REBLANDO, NEN",LAKAS,14443
REGION V,ALBAY,OAS,LONE,COUNCILOR,"RICARTE, ARVIN GREGG",IND,13678
REGION V,ALBAY,OAS,LONE,COUNCILOR,"BRIJUEGA, NOEL",LAKAS,13328
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"NAPA, MERS",LAKAS,16793
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"MALGAPO, MARY JUNE",LAKAS,13550
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"DE LUNA, PENDOY",NUP,13456
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"QUIROZ, MARVIN APPAMP",LAKAS,13354
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"ARIATE, BUNOY",LAKAS,12628
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"MOYA, KAREN JOY",LAKAS,12246
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"BARNIDO, BON",LAKAS,11876
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"ALANO, BONG",NUP,10524
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"PASIA, ATTY. LOUISE",LAKAS,37653
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"ARIVE, ANONG",NUP,36975
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"SABANDO, MAKOY",LAKAS,35668
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"BRONCANO, BERNIE",LAKAS,33407
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"REBETA, NIÑO ADONIS",IND,26681
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"BUENDIA, WINELS",LAKAS,25590
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"RECIERDO, RIZALDY",IND,22355
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"REFALDA-SIGUENZA, EDNA",LAKAS,22354
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"BATAS, SAMMY",LAKAS,15085
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"BATAS-BAJARO, BE",LAKAS,14232
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"BELLO, NAP",LAKAS,14075
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"BERTUMEN, KEN",LAKAS,13781
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"VILLALBA, ENTE",LAKAS,13772
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"ARIENDA, KHOKOK",LAKAS,13057
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"SANTILLAN, TOPER",LAKAS,12028
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"GALICIA, JAY R",PFP,11355
REGION V,ALBAY,SANTO DOMINGO,LONE,COUNCILOR,"BALASTA, YABA",PFP,14555
REGION V,ALBAY,SANTO DOMINGO,LONE,COUNCILOR,"SURTIDA, DINO",PFP,13946
REGION V,ALBAY,SANTO DOMINGO,LONE,COUNCILOR,"BALOLOY, MARVIN",PFP,12770
REGION V,ALBAY,SANTO DOMINGO,LONE,COUNCILOR,"CHAN, CLINTON",LAKAS,12089
REGION V,ALBAY,SANTO DOMINGO,LONE,COUNCILOR,"BALOLOY, CARLO",LAKAS,11950
REGION V,ALBAY,SANTO DOMINGO,LONE,COUNCILOR,"MARISTELA, JOEY",LAKAS,11548
REGION V,ALBAY,SANTO DOMINGO,LONE,COUNCILOR,"GREGORIO, LYRA",LAKAS,10885
REGION V,ALBAY,SANTO DOMINGO,LONE,COUNCILOR,"CHAN, PATRICK",PFP,10514
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"BALINGBING, SALVE",LP,35610
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"BURCE, LUIS RENIR",LP,33996
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"DYANGKO, BERCES RAMBOY",LP,32402
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"ONRUBIA, ARNOLD YOB",LP,29509
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"TANGGO, INSIT",LP,26966
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"BONAOBRA, NOEL",LP,26241
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"SAN PABLO, NESTOR",LP,25460
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"RAGODON, DIONISIO JR.",LP,24550
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"BEATO, MATET",LP,17152
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"CLERIGO, JHA",LP,16223
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"CAPA, ED",WPP,15097
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"VILLANUEVA, AIKEN",LP,13728
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"COLINA, CHERRY ANN",IND,13417
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"SALCEDO, KAT",LP,11898
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"KALLOS, REY",LAKAS,11383
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"CARLET, RYAN",LP,10983
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"POLLICAR, DENIESSE",NPC,4567
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"JAVIER, GENIEVIVE",IND,4561
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"POLLICAR, MAHAL",IND,4212
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"HERNAEZ, GLENN",NUP,4109
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"EIMAR, APPLE",NUP,4107
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"SEBON, TIBOY",NUP,3885
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"FORMAREJO, JANINE",NPC,3824
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"SOLIS, ORLANDO ORLING",NPC,3739
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"ANDRES, EMMANUEL",NPC,8709
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"ESPARAR, MAGNING",NPC,8398
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"NECESARIO, RAMY",NPC,8127
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"UNTAL, NONOY",IND,7984
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"ESPARES, ARTHUR",NPC,7794
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"JUANITAS, JEKJEK",NPC,7056
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"MANALO, BONG",NPC,6667
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"PONJE, JOEL",NPC,6397
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"ESCANER, WARREN",AKSYON,4785
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"ELIO, TOTO ELMER",AKSYON,4390
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"ABATAY, ARNOLD",AKSYON,4268
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"ABIERA, TOTING",IND,4060
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"OMANIO, MONINA",NUP,3982
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"BARCENAL, BECAY",AKSYON,3869
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"ACUÑA, DODONG RONIE",AKSYON,3779
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"ABAO, ALMA MAE",AKSYON,3718
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"TOGONON, BOYET",NPC,12109
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"MAGHARI, AMAY",NUP,11010
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"PESAYCO, GERALDINE",NUP,10284
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"DALA, VAN HYMLER",NUP,10088
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"ANTOY, GERRY",NUP,9924
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"DAVA, RENANTE",NPC,8968
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"DELA CRUZ, CASIMIRA",NUP,7406
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"RICO, MARVIN",NUP,7345
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"BALESTRAMON, ATTY. NOBEL",NUP,14888
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"DOMINGO, KIER",NUP,14779
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"DOMINGO, REA",NUP,14310
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"MAGTOTO, TOTO ANGELO",NUP,14165
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"JANAIRO, SARAH JANE",NUP,13634
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"PULTINO, JOJO",NUP,13145
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"JOCSON, BRENDA",NUP,12199
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"LAVEGA, RICKY",IND,10997
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"RIVERA, JOJO",NPC,15436
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"ALORRO, BEMBEM",NUP,12911
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"ALOCILJA, BOY LARRY",NPC,12747
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"SUMUGAT, ERWIN",NPC,11859
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"DY BUCO, ALISSIA",NPC,10242
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"DIMACUTAC, JULY",NPC,10050
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"SALAZAR, BONGLARRY",NPC,9325
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"ALVAREZ, DEDING",NUP,9063
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"PACIFICADOR, DOC EVA",PFP,16511
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"TIRON, ARCI",PFP,14270
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"BERTOLANO, LIBERTY",IND,10827
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"PACIFICADOR, JOKER",PFP,10544
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"SANCHEZ, BEMBOY",NP,10498
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"PEROY, BOGOK",NPC,9665
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"CAPISTRANO, MISTY",IND,9328
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"PACETE, NENEN",NPC,9080
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"NIETES, BING",NPC,9620
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"SAMILLANO, TOTO JERRY",NPC,8478
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"BALADJAY, PINOY",NP,8390
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"FABILA, PAJOY",NPC,7809
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"JUNGCO, ROLDAN",NPC,7681
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"SATURNINO, CHARLEEN ANN",NPC,7086
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"ESPARTERO, ROBERT",NUP,6617
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"SUMARAY, ALFREDO JR",NUP,6611
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"EBON, GIO",NPC,7298
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"DESULLAN, BIMBO",IND,6132
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"SUALOG, NOBERT",NPC,5113
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"TONOGAN, TOTO BUGO",NPC,4721
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"SOLANO, NENE THELMA",NPC,4704
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"MATEO, JEOLITO",NPC,4679
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"PARO, NITCHER",IND,4579
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"DOMINGO, INDAY MARGIE",NPC,4135
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"TUGON, JOEMILIA",NPC,10231
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"CANDARI, PATRIA",NUP,9639
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"GUMBOC, MONMON",IND,9385
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"BRIONES, GAYNOR",IND,8975
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"NAPAT, MARIE",NPC,8870
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"BOGOY, HENRY",NUP,8566
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"DIOSO, WILLY",NPC,8351
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"BOGOY, LARRY",NPC,8201
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"BARRIENTOS, BOTYOG",IND,8754
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"CEPEDA, GEMMA",NPC,7353
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"BARRIENTOS, NONOY JESUS",NUP,6488
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"TANDOY, VALENTE",NPC,5784
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"RAÑOLA, VANESSA",NPC,5564
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"ESTARIS, BIMBOY",IND,5235
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"ESTANDA, KABONG",NPC,5197
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"JUANITAS, DOK LUZVING",IND,5152
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"LOTILLA, DOK LESLEY",IND,13982
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"PLAMERAS, INDAY AIMEE",NPC,11723
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"ALOCILJA, DODONG",IND,11136
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"BERIONG, DAGNY",IND,11001
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"MOLINA, JOEY",AKSYON,10042
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"GALINDO, TAWE",PFP,9610
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"GAYATIN, RG",AKSYON,8446
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"VIESCA, FERDINAND",NPC,8284
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"GREJALDO, NONOY MICHAEL",NUP,12169
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"MISSION, MERFE",NPC,11985
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"BUTIONG, NENE MARLEX",NPC,10553
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"VICTORIANO, KAP EPING",NPC,9976
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"MEDINA, SB POPOY",PDPLBN,9006
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"CABIGUNDA, GOLDWYN",NUP,8153
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"COLOSO, CACAY",NUP,8072
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"FAMA, DOC JUDE",NP,7891
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"PADOJINOG, JOEY",NPC,7772
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"DE LOS REYES, ROY",NPC,7151
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"VALLERMOSA, GERRY",NPC,7109
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"VARONA, NIÑO",NPC,6992
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"LUMOGDA, LEA",NPC,6635
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"GAURAN, BOY INONG",NUP,6631
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"DIMAFILES, NONONG",NPC,6560
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"AZUCENA, JAFF RENNON",NUP,5856
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"LOTILLA, BOYD JOSANT",NPC,19699
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"VEGO, AC MILLAMENA",AKSYON,16281
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"NABALAN, REYMOND",NUP,15748
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"PAJARITO, TOTO FRANCO",NUP,15738
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"BUTIONG, TOTO",NPC,15306
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"NIQUIA, PINKY",NPC,14872
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"JABILE, GERRY",NPC,13916
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"DENOSTA, REY BOBOY",NP,13167
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"TAMAYO, NENE DEE",NPC,9003
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"BANDOJA, BANDO",NPC,8915
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"MODESTO, TATA CHENG",NUP,8020
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"KHO YUTE, INDAY TONIET",NUP,7800
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"MACIAS, FJ",NUP,7598
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"BANDOJA, SACUL DONNA",NPC,7335
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"PUEDA, ADOLPHUS",NPC,7274
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"BUENAFE, NONOY RANDY",NUP,6171
REGION VI,ANTIQUE,TOBIAS FORNIER,LONE,COUNCILOR,"NIERVES, TONGTONG",NPC,9111
REGION VI,ANTIQUE,TOBIAS FORNIER,LONE,COUNCILOR,"MACADANGDANG, EILEEN",NPC,8187
REGION VI,ANTIQUE,TOBIAS FORNIER,LONE,COUNCILOR,"MAGDAONG, NONOY RENE",NUP,7786
REGION VI,ANTIQUE,TOBIAS FORNIER,LONE,COUNCILOR,"OBASAN, JAN-JAN",NPC,7387
REGION VI,ANTIQUE,TOBIAS FORNIER,LONE,COUNCILOR,"ENCARNACION, TOTO GARY",NPC,7274
REGION VI,ANTIQUE,TOBIAS FORNIER,LONE,COUNCILOR,"DE LOS REYES, SAMMY",NP,7157
REGION VI,ANTIQUE,TOBIAS FORNIER,LONE,COUNCILOR,"ECO, BB DORY",NPC,7006
REGION VI,ANTIQUE,TOBIAS FORNIER,LONE,COUNCILOR,"MAGOS, BB DOY",NUP,6795
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"BIONGAN, JAMES",IND,8186
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"ROQUERO, MARY JOYCE",IND,8058
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"PUGARIN, PICKLES",NPC,7847
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"BINGCO, BENBEN",NPC,7439
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"POSADAS, BONG",NPC,6982
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"CASTILLON, DODONG",NPC,6946
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"BAYOG, CHITO",NPC,6884
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"LACSON, LEO",NPC,6457
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN,LONE,COUNCILOR,"PARANDIT, FLORANTE",NP,6142
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN,LONE,COUNCILOR,"ALLAG, JORDY",NP,6133
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN,LONE,COUNCILOR,"DANGGAN, HAROLD",NP,6123
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN,LONE,COUNCILOR,"LABUENG, RODANTE",NP,5644
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN,LONE,COUNCILOR,"IDDARO, IRENE",NP,5584
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN,LONE,COUNCILOR,"BATIL, VERNIE",NP,5462
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN,LONE,COUNCILOR,"ANDRES, GERRY",NP,5072
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN,LONE,COUNCILOR,"SUCBOT, SCOTT",NP,4034
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,LONE,COUNCILOR,"BEGTANG, JUSTIN",PFP,6503
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,LONE,COUNCILOR,"DANGOY, MARTINA",NPC,6003
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,LONE,COUNCILOR,"DELWASEN, SAUL",NPC,5718
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,LONE,COUNCILOR,"SONGGADAN-BUAGA, ETHEL",PFP,5534
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,LONE,COUNCILOR,"GANNABAN, LLOYD",NPC,5129
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,LONE,COUNCILOR,"GONAYON, ARTEMIO",NPC,5041
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,LONE,COUNCILOR,"AGNAS, LOTTY",NPC,4633
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,LONE,COUNCILOR,"COSTALES, MARINO",NPC,4502
CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,LONE,COUNCILOR,"BIGGAYAN, MANNY",NPC,6846
CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,LONE,COUNCILOR,"CACACHO, GENEVIVE",LAKAS,6098
CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,LONE,COUNCILOR,"BALDERAMA, GODFREY",LAKAS,5951
CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,LONE,COUNCILOR,"COLLADO, EDISON",NPC,5780
CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,LONE,COUNCILOR,"JUAN, JUN",LAKAS,5519
CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,LONE,COUNCILOR,"DE SAN JOSE, AIKA",NPC,5277
CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,LONE,COUNCILOR,"ANGELO, JENNIFER",LAKAS,4405
CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,LONE,COUNCILOR,"AGUILAR, NENITA",LAKAS,4236
CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,LONE,COUNCILOR,"LIGWANG, ARNE PAUL",NPC,4250
CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,LONE,COUNCILOR,"TALIMBATOG, PITOY",NPC,4110
CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,LONE,COUNCILOR,"AMID, CARL LEWIS",NPC,3942
CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,LONE,COUNCILOR,"ENCISO, JAYSON",LAKAS,3822
CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,LONE,COUNCILOR,"MAMBA, JAVAN REE",IND,3501
CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,LONE,COUNCILOR,"CULDONG, UTTI",NPC,3457
CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,LONE,COUNCILOR,"DANDAN, PEDRO",NPC,2918
CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,LONE,COUNCILOR,"CULDONG, VAN ALDWIN",IND,2742
CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,LONE,COUNCILOR,"CABRERA, EDMON",NPC,5204
CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,LONE,COUNCILOR,"BALICAT-TURINGAN, ELLARNE",NPC,5035
CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,LONE,COUNCILOR,"CALILAN, SAMUEL",NPC,4819
CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,LONE,COUNCILOR,"AGUSTIN, HARISON",LAKAS,4699
CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,LONE,COUNCILOR,"BALLESTEROS, RELYN",NPC,4597
CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,LONE,COUNCILOR,"ALIPAY, BENNY",LAKAS,4456
CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,LONE,COUNCILOR,"VERZOLA, MARIE FLOR",LAKAS,4442
CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,LONE,COUNCILOR,"GALLEON, EDUARDO",NPC,4397
CORDILLERA ADMINISTRATIVE REGION,APAYAO,PUDTOL,LONE,COUNCILOR,"BAYDAN, BENIGNO III",NPC,5417
CORDILLERA ADMINISTRATIVE REGION,APAYAO,PUDTOL,LONE,COUNCILOR,"SANGIL, MINA GRACE",NPC,5224
CORDILLERA ADMINISTRATIVE REGION,APAYAO,PUDTOL,LONE,COUNCILOR,"GALUT, RUSSELL",NPC,4339
CORDILLERA ADMINISTRATIVE REGION,APAYAO,PUDTOL,LONE,COUNCILOR,"GARDE, LAIDA",NPC,4155
CORDILLERA ADMINISTRATIVE REGION,APAYAO,PUDTOL,LONE,COUNCILOR,"PASCUA, LITO",NPC,3853
CORDILLERA ADMINISTRATIVE REGION,APAYAO,PUDTOL,LONE,COUNCILOR,"LAOAT-SIPSIP, BELBEL",NP,3710
